team_name,date,event,opponent,map,result,opponent_rank,opponent_points
3dmax,2025-04-23,IEM Melbourne 2025,Faze,Dust2,1 - 13,9,209
3dmax,2025-04-23,IEM Melbourne 2025,Faze,Nuke,7 - 13,9,209
3dmax,2025-04-22,IEM Melbourne 2025,Big,Ancient,13 - 5,20,57
3dmax,2025-04-22,IEM Melbourne 2025,Big,Dust2,19 - 16,20,57
3dmax,2025-04-21,IEM Melbourne 2025,Gamerlegion,Ancient,4 - 13,11,161
3dmax,2025-04-21,IEM Melbourne 2025,Gamerlegion,Inferno,8 - 13,11,161
3dmax,2025-04-11,PGL Bucharest 2025,Faze,Anubis,0 - 13,9,209
3dmax,2025-04-11,PGL Bucharest 2025,Faze,Nuke,5 - 13,9,209
3dmax,2025-04-08,PGL Bucharest 2025,Aurora,Anubis,5 - 13,5,351
3dmax,2025-04-08,PGL Bucharest 2025,Aurora,Dust2,16 - 14,5,351
3dmax,2025-04-08,PGL Bucharest 2025,Aurora,Inferno,13 - 9,5,351
3dmax,2025-04-07,PGL Bucharest 2025,Astralis,Ancient,7 - 13,15,88
3dmax,2025-04-07,PGL Bucharest 2025,Astralis,Dust2,13 - 7,15,88
3dmax,2025-04-07,PGL Bucharest 2025,Astralis,Inferno,13 - 7,15,88
3dmax,2025-04-06,PGL Bucharest 2025,The Mongolz,Ancient,11 - 13,7,343
3dmax,2025-04-06,PGL Bucharest 2025,The Mongolz,Anubis,13 - 10,7,343
3dmax,2025-04-06,PGL Bucharest 2025,The Mongolz,Inferno,13 - 10,7,343
astralis,2025-05-13,PGL Astana 2025,Virtus.Pro,Ancient,13 - 9,12,157
astralis,2025-05-13,PGL Astana 2025,Virtus.Pro,Dust2,19 - 17,12,157
astralis,2025-05-13,PGL Astana 2025,Virtus.Pro,Inferno,9 - 13,12,157
astralis,2025-05-12,PGL Astana 2025,Spirit,Ancient,5 - 13,3,555
astralis,2025-05-12,PGL Astana 2025,Spirit,Dust2,7 - 13,3,555
astralis,2025-05-11,PGL Astana 2025,Pain,Inferno,13 - 9,16,69
astralis,2025-05-11,PGL Astana 2025,Pain,Nuke,13 - 4,16,69
astralis,2025-05-10,PGL Astana 2025,Oddik,Ancient,2 - 13,31,29
astralis,2025-05-10,PGL Astana 2025,Oddik,Dust2,13 - 9,31,29
astralis,2025-05-10,PGL Astana 2025,Oddik,Inferno,13 - 7,31,29
astralis,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,B8,Ancient,14 - 16,23,51
astralis,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,B8,Inferno,13 - 7,23,51
astralis,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,B8,Mirage,10 - 13,23,51
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Big,Ancient,13 - 7,20,57
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Big,Inferno,13 - 9,20,57
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Big,Mirage,11 - 13,20,57
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Metizport,Ancient,9 - 13,43,20
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Metizport,Inferno,9 - 13,43,20
astralis,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Metizport,Mirage,13 - 7,43,20
astralis,2025-04-10,PGL Bucharest 2025,Virtus.Pro,Dust2,10 - 13,12,157
astralis,2025-04-10,PGL Bucharest 2025,Virtus.Pro,Train,6 - 13,12,157
astralis,2025-04-09,PGL Bucharest 2025,Legacy,Ancient,13 - 7,29,31
astralis,2025-04-09,PGL Bucharest 2025,Legacy,Dust2,7 - 13,29,31
astralis,2025-04-09,PGL Bucharest 2025,Legacy,Nuke,19 - 16,29,31
astralis,2025-04-08,PGL Bucharest 2025,Betclic,Ancient,9 - 13,28,32
astralis,2025-04-08,PGL Bucharest 2025,Betclic,Mirage,8 - 13,28,32
astralis,2025-04-07,PGL Bucharest 2025,3Dmax,Ancient,13 - 7,13,141
astralis,2025-04-07,PGL Bucharest 2025,3Dmax,Dust2,7 - 13,13,141
astralis,2025-04-07,PGL Bucharest 2025,3Dmax,Inferno,7 - 13,13,141
astralis,2025-04-06,PGL Bucharest 2025,Faze,Ancient,13 - 4,9,209
astralis,2025-04-06,PGL Bucharest 2025,Faze,Dust2,13 - 16,9,209
astralis,2025-04-06,PGL Bucharest 2025,Faze,Train,13 - 8,9,209
astralis,2025-03-21,BLAST Open Lisbon 2025,Faze,Nuke,6 - 13,9,209
astralis,2025-03-21,BLAST Open Lisbon 2025,Faze,Train,7 - 13,9,209
astralis,2025-03-19,BLAST Open Lisbon 2025,Vitality,Dust2,6 - 13,1,1000
astralis,2025-03-19,BLAST Open Lisbon 2025,Vitality,Inferno,4 - 13,1,1000
aurora,2025-05-13,PGL Astana 2025,Natus Vincere,Inferno,10 - 13,6,347
aurora,2025-05-13,PGL Astana 2025,Natus Vincere,Train,11 - 13,6,347
aurora,2025-05-12,PGL Astana 2025,Ninjas In Pyjamas,Anubis,13 - 10,30,30
aurora,2025-05-12,PGL Astana 2025,Ninjas In Pyjamas,Inferno,13 - 8,30,30
aurora,2025-05-12,PGL Astana 2025,Ninjas In Pyjamas,Train,9 - 13,30,30
aurora,2025-05-11,PGL Astana 2025,Hotu,Anubis,13 - 16,36,25
aurora,2025-05-11,PGL Astana 2025,Hotu,Mirage,13 - 9,36,25
aurora,2025-05-11,PGL Astana 2025,Hotu,Nuke,13 - 11,36,25
aurora,2025-05-10,PGL Astana 2025,Big,Dust2,8 - 13,20,57
aurora,2025-05-10,PGL Astana 2025,Big,Inferno,11 - 13,20,57
aurora,2025-05-10,PGL Astana 2025,Big,Mirage,13 - 11,20,57
aurora,2025-04-11,PGL Bucharest 2025,Complexity,Anubis,13 - 9,14,127
aurora,2025-04-11,PGL Bucharest 2025,Complexity,Nuke,9 - 13,14,127
aurora,2025-04-11,PGL Bucharest 2025,Complexity,Train,9 - 13,14,127
aurora,2025-04-09,PGL Bucharest 2025,Betclic,Anubis,16 - 12,28,32
aurora,2025-04-09,PGL Bucharest 2025,Betclic,Mirage,13 - 6,28,32
aurora,2025-04-08,PGL Bucharest 2025,3Dmax,Anubis,13 - 5,13,141
aurora,2025-04-08,PGL Bucharest 2025,3Dmax,Dust2,14 - 16,13,141
aurora,2025-04-08,PGL Bucharest 2025,3Dmax,Inferno,9 - 13,13,141
aurora,2025-04-07,PGL Bucharest 2025,Legacy,Anubis,13 - 7,29,31
aurora,2025-04-07,PGL Bucharest 2025,Legacy,Mirage,13 - 10,29,31
aurora,2025-04-06,PGL Bucharest 2025,Pain,Dust2,19 - 17,16,69
aurora,2025-04-06,PGL Bucharest 2025,Pain,Inferno,14 - 16,16,69
aurora,2025-04-06,PGL Bucharest 2025,Pain,Nuke,13 - 8,16,69
b8,2025-05-11,ESL Challenger League Season 49 Europe,Parivision,Ancient,13 - 11,48,18
b8,2025-05-11,ESL Challenger League Season 49 Europe,Parivision,Dust2,5 - 13,48,18
b8,2025-05-11,ESL Challenger League Season 49 Europe,Parivision,Inferno,13 - 3,48,18
b8,2025-05-11,ESL Challenger League Season 49 Europe,Parivision,Mirage,9 - 13,48,18
b8,2025-05-08,ESL Challenger League Season 49 Europe,Sinners,Inferno,13 - 10,61,12
b8,2025-05-08,ESL Challenger League Season 49 Europe,Sinners,Mirage,13 - 11,61,12
b8,2025-05-04,MESA Nomadic Masters Spring 2025,Chinggis Warriors,Dust2,13 - 8,37,25
b8,2025-05-04,MESA Nomadic Masters Spring 2025,Chinggis Warriors,Inferno,13 - 6,37,25
b8,2025-05-03,MESA Nomadic Masters Spring 2025,Big,Dust2,9 - 13,20,57
b8,2025-05-03,MESA Nomadic Masters Spring 2025,Big,Inferno,13 - 3,20,57
b8,2025-05-03,MESA Nomadic Masters Spring 2025,Big,Mirage,8 - 13,20,57
b8,2025-05-02,MESA Nomadic Masters Spring 2025,Jijiehao,Ancient,13 - 10,45,19
b8,2025-05-02,MESA Nomadic Masters Spring 2025,Jijiehao,Inferno,13 - 7,45,19
b8,2025-05-01,MESA Nomadic Masters Spring 2025,Big,Inferno,7 - 13,20,57
b8,2025-05-01,MESA Nomadic Masters Spring 2025,Big,Mirage,4 - 13,20,57
b8,2025-04-30,MESA Nomadic Masters Spring 2025,The Huns,Dust2,13 - 6,46,19
b8,2025-04-30,MESA Nomadic Masters Spring 2025,The Huns,Inferno,13 - 10,46,19
b8,2025-04-30,MESA Nomadic Masters Spring 2025,The Huns,Mirage,9 - 13,46,19
b8,2025-04-27,CCT Global Finals 2025,Heroic,Dust2,7 - 13,17,68
b8,2025-04-27,CCT Global Finals 2025,Heroic,Mirage,4 - 13,17,68
b8,2025-04-26,CCT Global Finals 2025,Betboom,Ancient,25 - 22,26,34
b8,2025-04-26,CCT Global Finals 2025,Betboom,Mirage,13 - 10,26,34
b8,2025-04-26,CCT Global Finals 2025,Betboom,Train,12 - 16,26,34
b8,2025-04-25,CCT Global Finals 2025,Heroic,Ancient,8 - 13,17,68
b8,2025-04-25,CCT Global Finals 2025,Heroic,Anubis,13 - 11,17,68
b8,2025-04-25,CCT Global Finals 2025,Heroic,Mirage,13 - 3,17,68
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Ancient,16 - 14,15,88
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Inferno,7 - 13,15,88
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Mirage,13 - 10,15,88
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Ence,Ancient,13 - 7,35,26
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Ence,Anubis,9 - 13,35,26
b8,2025-04-17,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Ence,Mirage,13 - 11,35,26
b8,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,9-Pandas,Dust2,13 - 7,265,0
b8,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,9-Pandas,Mirage,13 - 10,265,0
b8,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Bc.Game,Mirage,13 - 5,75,9
b8,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Bc.Game,Train,13 - 10,75,9
b8,2025-04-15,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Parivision,Ancient,16 - 13,48,18
b8,2025-04-15,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Parivision,Dust2,11 - 13,48,18
b8,2025-04-15,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Parivision,Mirage,13 - 7,48,18
b8,2025-03-31,PGL Astana 2025 Europe Closed Qualifier,Ninjas In Pyjamas,Inferno,9 - 13,30,30
b8,2025-03-31,PGL Astana 2025 Europe Closed Qualifier,Ninjas In Pyjamas,Train,10 - 13,30,30
b8,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Cybershoke,Mirage,13 - 6,78,9
b8,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Cybershoke,Train,13 - 8,78,9
b8,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Parivision,Mirage,13 - 10,48,18
b8,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Parivision,Train,13 - 10,48,18
b8,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Ence,Ancient,13 - 8,35,26
b8,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Ence,Mirage,13 - 8,35,26
b8,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Ence,Nuke,7 - 13,35,26
b8,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Cybershoke,Ancient,11 - 13,78,9
b8,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Cybershoke,Mirage,13 - 5,78,9
b8,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Cybershoke,Train,16 - 19,78,9
b8,2025-03-25,ESL Challenger League Season 49 Europe,Nemiga,Dust2,7 - 13,40,22
b8,2025-03-25,ESL Challenger League Season 49 Europe,Nemiga,Inferno,13 - 6,40,22
b8,2025-03-25,ESL Challenger League Season 49 Europe,Nemiga,Mirage,13 - 5,40,22
b8,2025-03-18,ESL Challenger League Season 49 Europe,Zero Tenacity,Mirage,9 - 13,69,11
b8,2025-03-18,ESL Challenger League Season 49 Europe,Zero Tenacity,Nuke,7 - 13,69,11
betboom,2025-05-10,A1 Gaming League Season 10,Ecstatic,Dust2,7 - 13,39,23
betboom,2025-05-10,A1 Gaming League Season 10,Ecstatic,Nuke,13 - 7,39,23
betboom,2025-05-10,A1 Gaming League Season 10,Ecstatic,Train,7 - 13,39,23
betboom,2025-04-27,CCT Global Finals 2025,Heroic,Ancient,13 - 8,17,68
betboom,2025-04-27,CCT Global Finals 2025,Heroic,Anubis,8 - 13,17,68
betboom,2025-04-27,CCT Global Finals 2025,Heroic,Train,23 - 25,17,68
betboom,2025-04-26,CCT Global Finals 2025,B8,Ancient,22 - 25,23,51
betboom,2025-04-26,CCT Global Finals 2025,B8,Mirage,10 - 13,23,51
betboom,2025-04-26,CCT Global Finals 2025,B8,Train,16 - 12,23,51
betboom,2025-04-25,CCT Global Finals 2025,Imperial,Dust2,16 - 12,34,28
betboom,2025-04-25,CCT Global Finals 2025,Imperial,Train,13 - 11,34,28
betboom,2025-04-24,CCT Global Finals 2025,Wildcard,Anubis,13 - 10,22,54
betboom,2025-04-24,CCT Global Finals 2025,Wildcard,Dust2,13 - 0,22,54
betboom,2025-04-20,YaLLa Compass Spring 2025,Ence,Anubis,20 - 22,35,26
betboom,2025-04-20,YaLLa Compass Spring 2025,Ence,Mirage,4 - 13,35,26
betboom,2025-04-20,YaLLa Compass Spring 2025,Ence,Nuke,19 - 17,35,26
betboom,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,9-Pandas,Anubis,13 - 3,265,0
betboom,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,9-Pandas,Dust2,5 - 13,265,0
betboom,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,9-Pandas,Nuke,13 - 7,265,0
betboom,2025-04-12,A1 Gaming League Season 10,Bc.Game,Anubis,13 - 4,75,9
betboom,2025-04-12,A1 Gaming League Season 10,Bc.Game,Dust2,8 - 13,75,9
betboom,2025-04-12,A1 Gaming League Season 10,Bc.Game,Mirage,13 - 3,75,9
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Metizport,Anubis,13 - 11,43,20
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Metizport,Mirage,8 - 13,43,20
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Metizport,Nuke,11 - 13,43,20
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Tnl,Dust2,5 - 13,47,19
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Tnl,Mirage,13 - 4,47,19
betboom,2025-03-30,PGL Astana 2025 Europe Closed Qualifier,Tnl,Nuke,13 - 9,47,19
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Monte,Ancient,8 - 13,73,10
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Monte,Anubis,13 - 10,73,10
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,Monte,Train,13 - 11,73,10
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,9-Pandas,Ancient,13 - 11,265,0
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,9-Pandas,Dust2,16 - 19,265,0
betboom,2025-03-29,PGL Astana 2025 Europe Closed Qualifier,9-Pandas,Mirage,13 - 8,265,0
betboom,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Og,Ancient,13 - 5,42,21
betboom,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Og,Dust2,13 - 11,42,21
betboom,2025-03-28,PGL Astana 2025 Europe Closed Qualifier,Og,Nuke,4 - 13,42,21
betclic,2025-04-10,PGL Bucharest 2025,Faze,Ancient,8 - 13,9,209
betclic,2025-04-10,PGL Bucharest 2025,Faze,Dust2,5 - 13,9,209
betclic,2025-04-09,PGL Bucharest 2025,Aurora,Anubis,12 - 16,5,351
betclic,2025-04-09,PGL Bucharest 2025,Aurora,Mirage,6 - 13,5,351
betclic,2025-04-08,PGL Bucharest 2025,Astralis,Ancient,13 - 9,15,88
betclic,2025-04-08,PGL Bucharest 2025,Astralis,Mirage,13 - 8,15,88
betclic,2025-04-07,PGL Bucharest 2025,The Mongolz,Ancient,13 - 8,7,343
betclic,2025-04-07,PGL Bucharest 2025,The Mongolz,Nuke,13 - 11,7,343
betclic,2025-04-06,PGL Bucharest 2025,Furia,Dust2,6 - 13,19,62
betclic,2025-04-06,PGL Bucharest 2025,Furia,Mirage,7 - 13,19,62
betclic,2025-03-22,Galaxy Battle 2025 STARTER,Aurora,Ancient,13 - 9,262,0
betclic,2025-03-22,Galaxy Battle 2025 STARTER,Aurora,Mirage,11 - 13,262,0
betclic,2025-03-22,Galaxy Battle 2025 STARTER,Aurora,Train,7 - 13,262,0
betclic,2025-03-19,Galaxy Battle 2025 STARTER,Ecstatic,Anubis,9 - 13,39,23
betclic,2025-03-19,Galaxy Battle 2025 STARTER,Ecstatic,Train,8 - 13,39,23
betclic,2025-03-15,CCT Season 2 Europe Series 20,Og,Ancient,9 - 13,42,21
betclic,2025-03-15,CCT Season 2 Europe Series 20,Og,Anubis,5 - 13,42,21
big,2025-05-13,PGL Astana 2025,G2,Dust2,7 - 13,8,309
big,2025-05-13,PGL Astana 2025,G2,Mirage,4 - 13,8,309
big,2025-05-12,PGL Astana 2025,Virtus.Pro,Ancient,3 - 13,12,157
big,2025-05-12,PGL Astana 2025,Virtus.Pro,Dust2,9 - 13,12,157
big,2025-05-11,PGL Astana 2025,Natus Vincere,Inferno,8 - 13,6,347
big,2025-05-11,PGL Astana 2025,Natus Vincere,Mirage,10 - 13,6,347
big,2025-05-10,PGL Astana 2025,Aurora,Dust2,13 - 8,5,351
big,2025-05-10,PGL Astana 2025,Aurora,Inferno,13 - 11,5,351
big,2025-05-10,PGL Astana 2025,Aurora,Mirage,11 - 13,5,351
big,2025-05-04,MESA Nomadic Masters Spring 2025,Heroic,Ancient,8 - 13,17,68
big,2025-05-04,MESA Nomadic Masters Spring 2025,Heroic,Dust2,9 - 13,17,68
big,2025-05-04,MESA Nomadic Masters Spring 2025,Heroic,Mirage,13 - 3,17,68
big,2025-05-04,MESA Nomadic Masters Spring 2025,Heroic,Train,6 - 13,17,68
big,2025-05-03,MESA Nomadic Masters Spring 2025,B8,Dust2,13 - 9,23,51
big,2025-05-03,MESA Nomadic Masters Spring 2025,B8,Inferno,3 - 13,23,51
big,2025-05-03,MESA Nomadic Masters Spring 2025,B8,Mirage,13 - 8,23,51
big,2025-05-01,MESA Nomadic Masters Spring 2025,B8,Inferno,13 - 7,23,51
big,2025-05-01,MESA Nomadic Masters Spring 2025,B8,Mirage,13 - 4,23,51
big,2025-04-22,IEM Melbourne 2025,3Dmax,Ancient,5 - 13,13,141
big,2025-04-22,IEM Melbourne 2025,3Dmax,Dust2,16 - 19,13,141
big,2025-04-21,IEM Melbourne 2025,Mouz,Ancient,8 - 13,2,568
big,2025-04-21,IEM Melbourne 2025,Mouz,Inferno,13 - 6,2,568
big,2025-04-21,IEM Melbourne 2025,Mouz,Mirage,9 - 13,2,568
big,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Ancient,7 - 13,15,88
big,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Inferno,9 - 13,15,88
big,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Astralis,Mirage,13 - 11,15,88
big,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Nemiga,Dust2,3 - 13,40,22
big,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Nemiga,Inferno,11 - 13,40,22
complexity,2025-04-23,IEM Melbourne 2025,Gamerlegion,Ancient,13 - 5,11,161
complexity,2025-04-23,IEM Melbourne 2025,Gamerlegion,Nuke,4 - 13,11,161
complexity,2025-04-23,IEM Melbourne 2025,Gamerlegion,Train,9 - 13,11,161
complexity,2025-04-22,IEM Melbourne 2025,Pain,Anubis,13 - 6,16,69
complexity,2025-04-22,IEM Melbourne 2025,Pain,Train,13 - 2,16,69
complexity,2025-04-21,IEM Melbourne 2025,The Mongolz,Ancient,13 - 16,7,343
complexity,2025-04-21,IEM Melbourne 2025,The Mongolz,Anubis,13 - 11,7,343
complexity,2025-04-21,IEM Melbourne 2025,The Mongolz,Inferno,10 - 13,7,343
complexity,2025-04-16,BLAST.tv Austin Major 2025 North America Regional Qualifier,Bluejays,Ancient,16 - 12,52,15
