team_name,date,event,opponent,map,result,opponent_rank,opponent_points
pain,2025-04-22,IEM Melbourne 2025,Complexity,Anubis,6 - 13,14,127
pain,2025-04-22,IEM Melbourne 2025,Complexity,Train,2 - 13,14,127
pain,2025-04-21,IEM Melbourne 2025,Faze,Anubis,11 - 13,9,209
pain,2025-04-21,IEM Melbourne 2025,Faze,Inferno,11 - 13,9,209
pain,2025-04-08,PGL Bucharest 2025,Falcons,Inferno,9 - 13,4,451
pain,2025-04-08,PGL Bucharest 2025,Falcons,Nuke,13 - 6,4,451
pain,2025-04-08,PGL Bucharest 2025,Falcons,Train,8 - 13,4,451
pain,2025-04-07,PGL Bucharest 2025,Faze,Dust2,7 - 13,9,209
pain,2025-04-07,PGL Bucharest 2025,Faze,Inferno,11 - 13,9,209
pain,2025-04-06,PGL Bucharest 2025,Aurora,Dust2,17 - 19,262,0
pain,2025-04-06,PGL Bucharest 2025,Aurora,Inferno,16 - 14,262,0
pain,2025-04-06,PGL Bucharest 2025,Aurora,Nuke,8 - 13,262,0
saw,2025-05-01,MESA Nomadic Masters Spring 2025,Chinggis Warriors,Ancient,10 - 13,37,25
saw,2025-05-01,MESA Nomadic Masters Spring 2025,Chinggis Warriors,Inferno,5 - 13,37,25
saw,2025-05-01,MESA Nomadic Masters Spring 2025,Chinggis Warriors,Nuke,19 - 16,37,25
saw,2025-04-30,MESA Nomadic Masters Spring 2025,Jijiehao,Dust2,6 - 13,45,19
saw,2025-04-30,MESA Nomadic Masters Spring 2025,Jijiehao,Train,10 - 13,45,19
saw,2025-04-22,IEM Melbourne 2025,Mibr,Anubis,10 - 13,18,66
saw,2025-04-22,IEM Melbourne 2025,Mibr,Inferno,10 - 13,18,66
saw,2025-04-22,IEM Melbourne 2025,Mibr,Nuke,13 - 5,18,66
saw,2025-04-21,IEM Melbourne 2025,Falcons,Dust2,9 - 13,4,451
saw,2025-04-21,IEM Melbourne 2025,Falcons,Nuke,8 - 13,4,451
saw,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Ence,Ancient,14 - 16,35,26
saw,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Ence,Train,10 - 13,35,26
saw,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Gamerlegion,Ancient,5 - 13,11,161
saw,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Gamerlegion,Anubis,13 - 7,11,161
saw,2025-04-16,BLAST.tv Austin Major 2025 Europe Regional Qualifier,Gamerlegion,Nuke,16 - 14,11,161
spirit,2025-05-12,PGL Astana 2025,Astralis,Ancient,13 - 5,15,88
spirit,2025-05-12,PGL Astana 2025,Astralis,Dust2,13 - 7,15,88
spirit,2025-05-11,PGL Astana 2025,Ninjas In Pyjamas,Dust2,13 - 4,30,30
spirit,2025-05-11,PGL Astana 2025,Ninjas In Pyjamas,Train,16 - 13,30,30
spirit,2025-05-10,PGL Astana 2025,Gamerlegion,Mirage,13 - 11,11,161
spirit,2025-05-10,PGL Astana 2025,Gamerlegion,Nuke,13 - 11,11,161
spirit,2025-05-03,BLAST Rivals 2025 Season 1,Vitality,Mirage,8 - 13,1,1000
spirit,2025-05-03,BLAST Rivals 2025 Season 1,Vitality,Nuke,9 - 13,1,1000
spirit,2025-05-02,BLAST Rivals 2025 Season 1,Wildcard,Anubis,13 - 7,22,54
spirit,2025-05-02,BLAST Rivals 2025 Season 1,Wildcard,Dust2,13 - 2,22,54
spirit,2025-05-01,BLAST Rivals 2025 Season 1,Falcons,Ancient,6 - 13,4,451
spirit,2025-05-01,BLAST Rivals 2025 Season 1,Falcons,Dust2,12 - 16,4,451
spirit,2025-05-01,BLAST Rivals 2025 Season 1,Falcons,Mirage,13 - 4,4,451
spirit,2025-04-30,BLAST Rivals 2025 Season 1,Flyquest,Mirage,13 - 2,24,49
spirit,2025-04-30,BLAST Rivals 2025 Season 1,Flyquest,Nuke,13 - 9,24,49
spirit,2025-03-29,BLAST Open Lisbon 2025,Vitality,Anubis,6 - 13,1,1000
spirit,2025-03-29,BLAST Open Lisbon 2025,Vitality,Mirage,10 - 13,1,1000
spirit,2025-03-29,BLAST Open Lisbon 2025,Vitality,Nuke,13 - 5,1,1000
spirit,2025-03-28,BLAST Open Lisbon 2025,Natus Vincere,Anubis,13 - 6,6,347
spirit,2025-03-28,BLAST Open Lisbon 2025,Natus Vincere,Dust2,13 - 7,6,347
spirit,2025-03-24,BLAST Open Lisbon 2025,Virtus.Pro,Ancient,13 - 9,12,157
spirit,2025-03-24,BLAST Open Lisbon 2025,Virtus.Pro,Anubis,13 - 9,12,157
spirit,2025-03-23,BLAST Open Lisbon 2025,Faze,Anubis,13 - 8,9,209
spirit,2025-03-23,BLAST Open Lisbon 2025,Faze,Nuke,13 - 9,9,209
spirit,2025-03-21,BLAST Open Lisbon 2025,Mouz,Ancient,22 - 25,2,568
spirit,2025-03-21,BLAST Open Lisbon 2025,Mouz,Dust2,13 - 3,2,568
spirit,2025-03-21,BLAST Open Lisbon 2025,Mouz,Nuke,13 - 16,2,568
spirit,2025-03-19,BLAST Open Lisbon 2025,The Huns,Anubis,13 - 8,46,19
spirit,2025-03-19,BLAST Open Lisbon 2025,The Huns,Dust2,13 - 4,46,19
spirit,2025-03-15,ESL Pro League Season 21,Mouz,Ancient,10 - 13,2,568
spirit,2025-03-15,ESL Pro League Season 21,Mouz,Dust2,13 - 7,2,568
spirit,2025-03-15,ESL Pro League Season 21,Mouz,Nuke,14 - 16,2,568
the-mongolz,2025-05-12,PGL Astana 2025,Natus Vincere,Inferno,13 - 11,6,347
the-mongolz,2025-05-12,PGL Astana 2025,Natus Vincere,Mirage,13 - 11,6,347
the-mongolz,2025-05-11,PGL Astana 2025,Mibr,Anubis,13 - 6,18,66
the-mongolz,2025-05-11,PGL Astana 2025,Mibr,Mirage,13 - 5,18,66
the-mongolz,2025-05-10,PGL Astana 2025,Furia,Anubis,7 - 13,19,62
the-mongolz,2025-05-10,PGL Astana 2025,Furia,Inferno,13 - 9,19,62
the-mongolz,2025-05-10,PGL Astana 2025,Furia,Mirage,13 - 4,19,62
the-mongolz,2025-04-26,IEM Melbourne 2025,Vitality,Mirage,3 - 13,1,1000
the-mongolz,2025-04-26,IEM Melbourne 2025,Vitality,Nuke,3 - 13,1,1000
the-mongolz,2025-04-25,IEM Melbourne 2025,Liquid,Ancient,13 - 6,10,172
the-mongolz,2025-04-25,IEM Melbourne 2025,Liquid,Anubis,5 - 13,10,172
the-mongolz,2025-04-25,IEM Melbourne 2025,Liquid,Inferno,13 - 10,10,172
the-mongolz,2025-04-23,IEM Melbourne 2025,Mouz,Mirage,9 - 13,2,568
the-mongolz,2025-04-23,IEM Melbourne 2025,Mouz,Nuke,7 - 13,2,568
the-mongolz,2025-04-22,IEM Melbourne 2025,Faze,Ancient,16 - 13,9,209
the-mongolz,2025-04-22,IEM Melbourne 2025,Faze,Dust2,13 - 8,9,209
the-mongolz,2025-04-21,IEM Melbourne 2025,Complexity,Ancient,16 - 13,14,127
the-mongolz,2025-04-21,IEM Melbourne 2025,Complexity,Anubis,11 - 13,14,127
the-mongolz,2025-04-21,IEM Melbourne 2025,Complexity,Inferno,13 - 10,14,127
the-mongolz,2025-04-10,PGL Bucharest 2025,Falcons,Ancient,14 - 16,4,451
the-mongolz,2025-04-10,PGL Bucharest 2025,Falcons,Dust2,6 - 13,4,451
the-mongolz,2025-04-10,PGL Bucharest 2025,Falcons,Mirage,13 - 9,4,451
the-mongolz,2025-04-09,PGL Bucharest 2025,Furia,Mirage,13 - 9,19,62
the-mongolz,2025-04-09,PGL Bucharest 2025,Furia,Nuke,13 - 11,19,62
the-mongolz,2025-04-08,PGL Bucharest 2025,Liquid,Anubis,13 - 7,10,172
the-mongolz,2025-04-08,PGL Bucharest 2025,Liquid,Mirage,13 - 11,10,172
the-mongolz,2025-04-07,PGL Bucharest 2025,Betclic,Ancient,8 - 13,28,32
the-mongolz,2025-04-07,PGL Bucharest 2025,Betclic,Nuke,11 - 13,28,32
the-mongolz,2025-04-06,PGL Bucharest 2025,3Dmax,Ancient,13 - 11,13,141
the-mongolz,2025-04-06,PGL Bucharest 2025,3Dmax,Anubis,10 - 13,13,141
the-mongolz,2025-04-06,PGL Bucharest 2025,3Dmax,Inferno,10 - 13,13,141
the-mongolz,2025-03-24,BLAST Open Lisbon 2025,G2,Ancient,11 - 13,8,309
the-mongolz,2025-03-24,BLAST Open Lisbon 2025,G2,Dust2,4 - 13,8,309
the-mongolz,2025-03-23,BLAST Open Lisbon 2025,Liquid,Ancient,13 - 8,10,172
the-mongolz,2025-03-23,BLAST Open Lisbon 2025,Liquid,Anubis,13 - 7,10,172
the-mongolz,2025-03-22,BLAST Open Lisbon 2025,Natus Vincere,Dust2,7 - 13,6,347
the-mongolz,2025-03-22,BLAST Open Lisbon 2025,Natus Vincere,Inferno,13 - 1,6,347
the-mongolz,2025-03-22,BLAST Open Lisbon 2025,Natus Vincere,Mirage,13 - 16,6,347
the-mongolz,2025-03-20,BLAST Open Lisbon 2025,M80,Ancient,11 - 13,21,56
the-mongolz,2025-03-20,BLAST Open Lisbon 2025,M80,Dust2,13 - 11,21,56
the-mongolz,2025-03-20,BLAST Open Lisbon 2025,M80,Inferno,13 - 3,21,56
the-mongolz,2025-03-15,ESL Pro League Season 21,Vitality,Anubis,4 - 13,1,1000
the-mongolz,2025-03-15,ESL Pro League Season 21,Vitality,Inferno,2 - 13,1,1000
the-mongolz,2025-03-15,ESL Pro League Season 21,Vitality,Nuke,16 - 14,1,1000
tyloo,2025-05-11,Hero Esports Asian Champions League 2025,Flyquest,Ancient,13 - 10,24,49
tyloo,2025-05-11,Hero Esports Asian Champions League 2025,Flyquest,Inferno,13 - 7,24,49
tyloo,2025-05-09,Hero Esports Asian Champions League 2025,Flyquest,Ancient,8 - 13,24,49
tyloo,2025-05-09,Hero Esports Asian Champions League 2025,Flyquest,Inferno,13 - 11,24,49
tyloo,2025-05-09,Hero Esports Asian Champions League 2025,Flyquest,Mirage,13 - 11,24,49
tyloo,2025-05-07,Hero Esports Asian Champions League 2025,Rare Atom,Inferno,13 - 3,32,29
tyloo,2025-05-07,Hero Esports Asian Champions League 2025,Rare Atom,Train,13 - 10,32,29
tyloo,2025-05-04,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Ancient,10 - 13,33,29
tyloo,2025-05-04,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Inferno,13 - 8,33,29
tyloo,2025-05-04,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Nuke,9 - 13,33,29
tyloo,2025-05-03,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Ancient,11 - 13,33,29
tyloo,2025-05-03,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Inferno,13 - 9,33,29
tyloo,2025-05-03,ESL Challenger League Season 49 Asia-Pacific,Lynn-Vision,Train,15 - 19,33,29
tyloo,2025-04-30,ESL Challenger League Season 49 Asia-Pacific,Chinggis Warriors,Anubis,16 - 12,37,25
tyloo,2025-04-30,ESL Challenger League Season 49 Asia-Pacific,Chinggis Warriors,Inferno,9 - 13,37,25
tyloo,2025-04-30,ESL Challenger League Season 49 Asia-Pacific,Chinggis Warriors,Nuke,13 - 9,37,25
tyloo,2025-04-17,BLAST.tv Austin Major 2025 China Regional Qualifier,Rare Atom,Anubis,16 - 12,32,29
tyloo,2025-04-17,BLAST.tv Austin Major 2025 China Regional Qualifier,Rare Atom,Mirage,13 - 7,32,29
tyloo,2025-04-16,BLAST.tv Austin Major 2025 China Regional Qualifier,Lynn-Vision,Inferno,19 - 15,33,29
tyloo,2025-04-16,BLAST.tv Austin Major 2025 China Regional Qualifier,Lynn-Vision,Nuke,10 - 13,33,29
tyloo,2025-04-16,BLAST.tv Austin Major 2025 China Regional Qualifier,Lynn-Vision,Train,8 - 13,33,29
tyloo,2025-04-05,ESL Challenger League Season 49 Asia-Pacific,The Huns,Anubis,13 - 5,46,19
tyloo,2025-04-05,ESL Challenger League Season 49 Asia-Pacific,The Huns,Inferno,16 - 14,46,19
tyloo,2025-03-25,ESL Challenger League Season 49 Asia-Pacific,Rare Atom,Mirage,10 - 13,32,29
tyloo,2025-03-25,ESL Challenger League Season 49 Asia-Pacific,Rare Atom,Train,13 - 5,32,29
virtuspro,2025-05-13,PGL Astana 2025,Astralis,Ancient,9 - 13,15,88
virtuspro,2025-05-13,PGL Astana 2025,Astralis,Dust2,17 - 19,15,88
virtuspro,2025-05-13,PGL Astana 2025,Astralis,Inferno,13 - 9,15,88
virtuspro,2025-05-12,PGL Astana 2025,Big,Ancient,13 - 3,20,57
virtuspro,2025-05-12,PGL Astana 2025,Big,Dust2,13 - 9,20,57
virtuspro,2025-05-11,PGL Astana 2025,M80,Ancient,9 - 13,21,56
virtuspro,2025-05-11,PGL Astana 2025,M80,Inferno,13 - 10,21,56
virtuspro,2025-05-11,PGL Astana 2025,M80,Mirage,13 - 8,21,56
virtuspro,2025-05-10,PGL Astana 2025,Ninjas In Pyjamas,Ancient,9 - 13,30,30
virtuspro,2025-05-10,PGL Astana 2025,Ninjas In Pyjamas,Dust2,13 - 11,30,30
virtuspro,2025-05-10,PGL Astana 2025,Ninjas In Pyjamas,Train,6 - 13,30,30
virtuspro,2025-04-22,IEM Melbourne 2025,Flyquest,Dust2,6 - 13,24,49
virtuspro,2025-04-22,IEM Melbourne 2025,Flyquest,Inferno,11 - 13,24,49
virtuspro,2025-04-21,IEM Melbourne 2025,Liquid,Ancient,10 - 13,10,172
virtuspro,2025-04-21,IEM Melbourne 2025,Liquid,Dust2,8 - 13,10,172
virtuspro,2025-04-21,IEM Melbourne 2025,Liquid,Mirage,13 - 8,10,172
virtuspro,2025-04-11,PGL Bucharest 2025,G2,Dust2,11 - 13,8,309
virtuspro,2025-04-11,PGL Bucharest 2025,G2,Mirage,9 - 13,8,309
virtuspro,2025-04-10,PGL Bucharest 2025,Astralis,Dust2,13 - 10,15,88
virtuspro,2025-04-10,PGL Bucharest 2025,Astralis,Train,13 - 6,15,88
virtuspro,2025-04-09,PGL Bucharest 2025,Gamerlegion,Ancient,7 - 13,11,161
virtuspro,2025-04-09,PGL Bucharest 2025,Gamerlegion,Mirage,8 - 13,11,161
virtuspro,2025-04-08,PGL Bucharest 2025,Furia,Anubis,13 - 11,19,62
virtuspro,2025-04-08,PGL Bucharest 2025,Furia,Dust2,13 - 8,19,62
virtuspro,2025-04-07,PGL Bucharest 2025,Liquid,Dust2,13 - 3,10,172
virtuspro,2025-04-07,PGL Bucharest 2025,Liquid,Mirage,16 - 14,10,172
virtuspro,2025-04-06,PGL Bucharest 2025,Rare Atom,Ancient,7 - 13,32,29
virtuspro,2025-04-06,PGL Bucharest 2025,Rare Atom,Mirage,3 - 13,32,29
virtuspro,2025-03-24,BLAST Open Lisbon 2025,Spirit,Ancient,9 - 13,3,555
virtuspro,2025-03-24,BLAST Open Lisbon 2025,Spirit,Anubis,9 - 13,3,555
virtuspro,2025-03-23,BLAST Open Lisbon 2025,Falcons,Ancient,19 - 16,4,451
virtuspro,2025-03-23,BLAST Open Lisbon 2025,Falcons,Inferno,22 - 20,4,451
virtuspro,2025-03-23,BLAST Open Lisbon 2025,Falcons,Mirage,11 - 13,4,451
virtuspro,2025-03-21,BLAST Open Lisbon 2025,Vitality,Anubis,6 - 13,1,1000
virtuspro,2025-03-21,BLAST Open Lisbon 2025,Vitality,Inferno,5 - 13,1,1000
virtuspro,2025-03-19,BLAST Open Lisbon 2025,Faze,Ancient,16 - 13,9,209
virtuspro,2025-03-19,BLAST Open Lisbon 2025,Faze,Anubis,12 - 16,9,209
virtuspro,2025-03-19,BLAST Open Lisbon 2025,Faze,Dust2,13 - 0,9,209
vitality,2025-05-04,BLAST Rivals 2025 Season 1,Falcons,Dust2,13 - 6,4,451
vitality,2025-05-04,BLAST Rivals 2025 Season 1,Falcons,Inferno,9 - 13,4,451
vitality,2025-05-04,BLAST Rivals 2025 Season 1,Falcons,Mirage,14 - 16,4,451
vitality,2025-05-04,BLAST Rivals 2025 Season 1,Falcons,Nuke,13 - 8,4,451
vitality,2025-05-04,BLAST Rivals 2025 Season 1,Falcons,Train,13 - 6,4,451
vitality,2025-05-03,BLAST Rivals 2025 Season 1,Spirit,Mirage,13 - 8,3,555
vitality,2025-05-03,BLAST Rivals 2025 Season 1,Spirit,Nuke,13 - 9,3,555
vitality,2025-05-01,BLAST Rivals 2025 Season 1,Mouz,Inferno,13 - 9,2,568
vitality,2025-05-01,BLAST Rivals 2025 Season 1,Mouz,Mirage,9 - 13,2,568
vitality,2025-05-01,BLAST Rivals 2025 Season 1,Mouz,Train,13 - 8,2,568
vitality,2025-04-30,BLAST Rivals 2025 Season 1,Wildcard,Dust2,13 - 6,22,54
vitality,2025-04-30,BLAST Rivals 2025 Season 1,Wildcard,Inferno,13 - 7,22,54
vitality,2025-04-27,IEM Melbourne 2025,Falcons,Dust2,12 - 16,4,451
vitality,2025-04-27,IEM Melbourne 2025,Falcons,Inferno,13 - 2,4,451
vitality,2025-04-27,IEM Melbourne 2025,Falcons,Mirage,10 - 13,4,451
vitality,2025-04-27,IEM Melbourne 2025,Falcons,Nuke,22 - 20,4,451
vitality,2025-04-27,IEM Melbourne 2025,Falcons,Train,13 - 9,4,451
vitality,2025-04-26,IEM Melbourne 2025,The Mongolz,Mirage,13 - 3,7,343
vitality,2025-04-26,IEM Melbourne 2025,The Mongolz,Nuke,13 - 3,7,343
vitality,2025-04-23,IEM Melbourne 2025,Falcons,Inferno,13 - 8,4,451
vitality,2025-04-23,IEM Melbourne 2025,Falcons,Mirage,16 - 13,4,451
vitality,2025-04-22,IEM Melbourne 2025,Liquid,Mirage,13 - 5,10,172
vitality,2025-04-22,IEM Melbourne 2025,Liquid,Nuke,13 - 8,10,172
vitality,2025-04-21,IEM Melbourne 2025,Flyquest,Anubis,13 - 2,24,49
vitality,2025-04-21,IEM Melbourne 2025,Flyquest,Nuke,13 - 8,24,49
vitality,2025-03-30,BLAST Open Lisbon 2025,Mouz,Dust2,11 - 13,2,568
vitality,2025-03-30,BLAST Open Lisbon 2025,Mouz,Inferno,13 - 0,2,568
vitality,2025-03-30,BLAST Open Lisbon 2025,Mouz,Mirage,11 - 13,2,568
vitality,2025-03-30,BLAST Open Lisbon 2025,Mouz,Nuke,13 - 7,2,568
vitality,2025-03-30,BLAST Open Lisbon 2025,Mouz,Train,13 - 7,2,568
vitality,2025-03-29,BLAST Open Lisbon 2025,Spirit,Anubis,13 - 6,3,555
vitality,2025-03-29,BLAST Open Lisbon 2025,Spirit,Mirage,13 - 10,3,555
vitality,2025-03-29,BLAST Open Lisbon 2025,Spirit,Nuke,5 - 13,3,555
vitality,2025-03-24,BLAST Open Lisbon 2025,Mouz,Dust2,13 - 11,2,568
vitality,2025-03-24,BLAST Open Lisbon 2025,Mouz,Mirage,13 - 11,2,568
vitality,2025-03-21,BLAST Open Lisbon 2025,Virtus.Pro,Anubis,13 - 6,12,157
vitality,2025-03-21,BLAST Open Lisbon 2025,Virtus.Pro,Inferno,13 - 5,12,157
vitality,2025-03-19,BLAST Open Lisbon 2025,Astralis,Dust2,13 - 6,15,88
vitality,2025-03-19,BLAST Open Lisbon 2025,Astralis,Inferno,13 - 4,15,88
vitality,2025-03-16,ESL Pro League Season 21,Mouz,Dust2,13 - 9,2,568
vitality,2025-03-16,ESL Pro League Season 21,Mouz,Inferno,13 - 5,2,568
vitality,2025-03-16,ESL Pro League Season 21,Mouz,Nuke,13 - 4,2,568
vitality,2025-03-15,ESL Pro League Season 21,The Mongolz,Anubis,13 - 4,7,343
vitality,2025-03-15,ESL Pro League Season 21,The Mongolz,Inferno,13 - 2,7,343
vitality,2025-03-15,ESL Pro League Season 21,The Mongolz,Nuke,14 - 16,7,343
wildcard,2025-05-02,BLAST Rivals 2025 Season 1,Spirit,Anubis,7 - 13,3,555
wildcard,2025-05-02,BLAST Rivals 2025 Season 1,Spirit,Dust2,2 - 13,3,555
wildcard,2025-05-01,BLAST Rivals 2025 Season 1,Pain,Anubis,13 - 5,16,69
wildcard,2025-05-01,BLAST Rivals 2025 Season 1,Pain,Inferno,13 - 10,16,69
wildcard,2025-04-30,BLAST Rivals 2025 Season 1,Vitality,Dust2,6 - 13,1,1000
wildcard,2025-04-30,BLAST Rivals 2025 Season 1,Vitality,Inferno,7 - 13,1,1000
wildcard,2025-04-26,CCT Global Finals 2025,Heroic,Anubis,10 - 13,17,68
wildcard,2025-04-26,CCT Global Finals 2025,Heroic,Dust2,7 - 13,17,68
wildcard,2025-04-26,CCT Global Finals 2025,Heroic,Nuke,16 - 14,17,68
wildcard,2025-04-25,CCT Global Finals 2025,500,Anubis,13 - 2,66,11
wildcard,2025-04-25,CCT Global Finals 2025,500,Nuke,13 - 11,66,11
wildcard,2025-04-24,CCT Global Finals 2025,Betboom,Anubis,10 - 13,26,34
wildcard,2025-04-24,CCT Global Finals 2025,Betboom,Dust2,0 - 13,26,34
wildcard,2025-04-16,BLAST.tv Austin Major 2025 North America Regional Qualifier,Nrg,Anubis,13 - 11,38,24
wildcard,2025-04-16,BLAST.tv Austin Major 2025 North America Regional Qualifier,Nrg,Dust2,10 - 13,38,24
wildcard,2025-04-16,BLAST.tv Austin Major 2025 North America Regional Qualifier,Nrg,Inferno,13 - 9,38,24
wildcard,2025-03-31,PGL Astana 2025 North America Closed Qualifier,M80,Inferno,4 - 13,21,56
wildcard,2025-03-31,PGL Astana 2025 North America Closed Qualifier,M80,Mirage,15 - 19,21,56
